segundo,angry,disgust,fear,happy,sad,surprise,neutral,emocion_facial,texto,emocion_texto,emocion_facial_raw,congruencia,cambio_emocion
0,3.7703912258148193,1.1495046615600586,8.479074478149414,0.7068026661872864,0.3541584312915802,78.83680725097656,6.703262805938721,neutral,"Hello, I'm speaking directly to the camera right now.",neutral,surprise,Congruente,True
1,3.7703912258148193,1.1495046615600586,8.479074478149414,0.7068026661872864,0.3541584312915802,78.83680725097656,6.703262805938721,neutral,"Hello, I'm speaking directly to the camera right now.",neutral,surprise,Congruente,False
2,3.7703912258148193,1.1495046615600586,8.479074478149414,0.7068026661872864,0.3541584312915802,78.83680725097656,6.703262805938721,neutral,"Hello, I'm speaking directly to the camera right now.",neutral,surprise,Congruente,False
3,3.7703912258148193,1.1495046615600586,8.479074478149414,0.7068026661872864,0.3541584312915802,78.83680725097656,6.703262805938721,neutral,"Hello, I'm speaking directly to the camera right now.",neutral,surprise,Congruente,False
4,1.2794266939163208,0.019623665139079094,1.234467625617981,0.7593361735343933,0.024253563955426216,95.79960632324219,0.8832860589027405,neutral,"Hello, I'm speaking directly to the camera right now.",neutral,surprise,Congruente,False
5,0.818007230758667,1.9863387024088297e-06,0.05795666575431824,6.717606544494629,0.2358398139476776,2.581554651260376,89.58903503417969,neutral,I feel comfortable and I'm ready to begin.,joy,neutral,INCONGRUENCIA,False
6,0.818007230758667,1.9863387024088297e-06,0.05795666575431824,6.717606544494629,0.2358398139476776,2.581554651260376,89.58903503417969,neutral,I feel comfortable and I'm ready to begin.,joy,neutral,INCONGRUENCIA,False
7,0.818007230758667,1.9863387024088297e-06,0.05795666575431824,6.717606544494629,0.2358398139476776,2.581554651260376,89.58903503417969,neutral,I feel comfortable and I'm ready to begin.,joy,neutral,INCONGRUENCIA,False
8,71.59893798828125,0.00011547542817424983,0.843218982219696,0.0007908808765932918,27.259296417236328,0.0001634785148780793,0.2974853515625,neutral,I feel comfortable and I'm ready to begin.,joy,angry,INCONGRUENCIA,False
9,71.59893798828125,0.00011547542817424983,0.843218982219696,0.0007908808765932918,27.259296417236328,0.0001634785148780793,0.2974853515625,neutral,And I'm taking care full of all my worst of speaking.,disgust,angry,INCONGRUENCIA,False
10,71.59893798828125,0.00011547542817424983,0.843218982219696,0.0007908808765932918,27.259296417236328,0.0001634785148780793,0.2974853515625,neutral,And I'm taking care full of all my worst of speaking.,disgust,angry,INCONGRUENCIA,False
11,71.59893798828125,0.00011547542817424983,0.843218982219696,0.0007908808765932918,27.259296417236328,0.0001634785148780793,0.2974853515625,neutral,And I'm taking care full of all my worst of speaking.,disgust,angry,INCONGRUENCIA,False
12,0.9212400913238525,4.286412604415091e-06,0.0633678063750267,0.08574751019477844,78.46099090576172,0.010027725249528885,20.458620071411133,neutral,And I'm taking care full of all my worst of speaking.,disgust,sad,INCONGRUENCIA,False
13,0.7005128264427185,3.252155238442356e-07,2.774275064468384,0.7959392070770264,16.116615295410156,0.9881585836410522,78.62450408935547,neutral,Sometimes I feel confused when things are difficult.,fear,neutral,INCONGRUENCIA,False
14,0.034706905484199524,3.8006169233995024e-07,0.42170459032058716,0.0013593543553724885,0.004893318749964237,99.49250793457031,0.044836074113845825,neutral,Sometimes I feel confused when things are difficult.,fear,surprise,INCONGRUENCIA,False
15,6.321021556854248,0.012259287759661674,6.0920257568359375,5.67123556137085,11.979162216186523,1.5956181287765503,68.32868194580078,neutral,Sometimes I feel confused when things are difficult.,fear,neutral,INCONGRUENCIA,False
16,1.6984496116638184,0.0011238448787480593,4.422952651977539,0.937430739402771,0.12264634668827057,89.74984741210938,3.0675458908081055,neutral,Sometimes I feel confused when things are difficult.,fear,surprise,INCONGRUENCIA,False
17,1.2151930332183838,0.004573805723339319,2.690913438796997,3.453664779663086,4.271635055541992,0.1528143584728241,88.21121215820312,neutral,Sometimes I feel confused when things are difficult.,fear,neutral,INCONGRUENCIA,False
18,1.2151930332183838,0.004573805723339319,2.690913438796997,3.453664779663086,4.271635055541992,0.1528143584728241,88.21121215820312,neutral,Would I take a deep breath and I feel calm?,joy,neutral,INCONGRUENCIA,False
19,1.2151930332183838,0.004573805723339319,2.690913438796997,3.453664779663086,4.271635055541992,0.1528143584728241,88.21121215820312,neutral,Would I take a deep breath and I feel calm?,joy,neutral,INCONGRUENCIA,False
20,1.2151930332183838,0.004573805723339319,2.690913438796997,3.453664779663086,4.271635055541992,0.1528143584728241,88.21121215820312,neutral,Would I take a deep breath and I feel calm?,joy,neutral,INCONGRUENCIA,False
21,1.2151930332183838,0.004573805723339319,2.690913438796997,3.453664779663086,4.271635055541992,0.1528143584728241,88.21121215820312,neutral,Would I take a deep breath and I feel calm?,joy,neutral,INCONGRUENCIA,False
22,1.2151930332183838,0.004573805723339319,2.690913438796997,3.453664779663086,4.271635055541992,0.1528143584728241,88.21121215820312,neutral,"Now I feel confident again, thank you for listening.",joy,neutral,INCONGRUENCIA,False
23,1.2151930332183838,0.004573805723339319,2.690913438796997,3.453664779663086,4.271635055541992,0.1528143584728241,88.21121215820312,neutral,"Now I feel confident again, thank you for listening.",joy,neutral,INCONGRUENCIA,False
24,0.7893088459968567,0.1269625723361969,11.037477493286133,70.5487289428711,6.505690574645996,0.16688692569732666,10.824943542480469,neutral,"Now I feel confident again, thank you for listening.",joy,happy,INCONGRUENCIA,False
25,0.7893088459968567,0.1269625723361969,11.037477493286133,70.5487289428711,6.505690574645996,0.16688692569732666,10.824943542480469,neutral,"Now I feel confident again, thank you for listening.",joy,happy,INCONGRUENCIA,False
26,0.7893088459968567,0.1269625723361969,11.037477493286133,70.5487289428711,6.505690574645996,0.16688692569732666,10.824943542480469,neutral,[Silencio],neutral,happy,No aplicable,False
